date,contract_preamble,expiry_date,mean,median,mode,skewness,kurtosis,variance
2022-12-08,CPIYOY-22NOV,2022-12-13,7.1018036035934236,7.1,6.9,0.3255870790587887,-1.0415362632146155,0.025475261914247926
2022-12-09,CPIYOY-22NOV,2022-12-13,7.099521174667051,7.1,6.9,0.1872924426319703,-1.1170200092707874,0.023207517205173743
2022-12-10,CPIYOY-22NOV,2022-12-13,7.104608843537415,7.1,6.9,0.1555229961878249,-1.2096815849266938,0.024310391214308825
2022-12-11,CPIYOY-22NOV,2022-12-13,7.104608843537415,7.1,6.9,0.1555229961878249,-1.2096815849266938,0.024310391214308825
2022-12-12,CPIYOY-22NOV,2022-12-13,7.101983057373892,7.1,7.2,0.22959743177907033,-1.01570317888821,0.0226202492316228
2022-12-13,CPIYOY-22NOV,2022-12-13,7.140320601332582,7.1,7.2,0.5319823068481947,0.3831220834536335,0.0325312547124891
2022-12-14,CPIYOY-23JAN,2023-02-14,5.96001876895704,6,6,-0.9528934810996418,1.2612108657785193,0.04834494813684437
2022-12-15,CPIYOY-23JAN,2023-02-14,5.96001876895704,6,6,-0.9528934810996418,1.2612108657785193,0.04834494813684437
2022-12-16,CPIYOY-22DEC,2023-01-12,6.289795918367346,6.3,6.3,-0.5238164218150881,-1.13963797506443,0.04132444814660557
2022-12-16,CPIYOY-23JAN,2023-02-14,5.96001876895704,6,6,-0.9528934810996418,1.2612108657785193,0.04834494813684437
2022-12-17,CPIYOY-22DEC,2023-01-12,6.289795918367346,6.3,6.3,-0.5238164218150881,-1.13963797506443,0.04132444814660557
2022-12-17,CPIYOY-23JAN,2023-02-14,5.96001876895704,6,6,-0.9528934810996418,1.2612108657785193,0.04834494813684437
2022-12-18,CPIYOY-22DEC,2023-01-12,6.289795918367346,6.3,6.3,-0.5238164218150881,-1.13963797506443,0.04132444814660557
2022-12-18,CPIYOY-23JAN,2023-02-14,5.96001876895704,6,6,-0.9528934810996418,1.2612108657785193,0.04834494813684437
2022-12-19,CPIYOY-22DEC,2023-01-12,6.318060562747514,6.3,6.3,-0.25697597310920145,-0.7727740877298643,0.04638826175422885
2022-12-19,CPIYOY-23JAN,2023-02-14,5.96001876895704,6,6,-0.9528934810996418,1.2612108657785193,0.04834494813684437
2022-12-20,CPIYOY-22DEC,2023-01-12,6.285285383269494,6.3,6.3,0.03645124801863633,-0.4482691038687445,0.04024586918092929
2022-12-20,CPIYOY-23JAN,2023-02-14,5.96001876895704,6,6,-0.9528934810996418,1.2612108657785193,0.04834494813684437
2022-12-21,CPIYOY-22DEC,2023-01-12,6.28834660775929,6.3,6.3,-0.006101982340496134,-0.42143900129519896,0.04002046512675954
2022-12-21,CPIYOY-23JAN,2023-02-14,5.96001876895704,6,6,-0.9528934810996418,1.2612108657785193,0.04834494813684437
2022-12-22,CPIYOY-22DEC,2023-01-12,6.299517391862405,6.3,6.3,0.07234464269380189,-0.18609828846498422,0.03517214547470193
2022-12-22,CPIYOY-23JAN,2023-02-14,5.96001876895704,6,6,-0.9528934810996418,1.2612108657785193,0.04834494813684437
2022-12-23,CPIYOY-22DEC,2023-01-12,6.302578616352201,6.3,6.3,-0.016289774075040432,-0.05396215248919889,0.03363511687812661
2022-12-23,CPIYOY-23JAN,2023-02-14,5.96001876895704,6,6,-0.9528934810996418,1.2612108657785193,0.04834494813684437
2022-12-24,CPIYOY-22DEC,2023-01-12,6.3061224489795915,6.3,6.3,0.09619960747082099,0.16843698173633692,0.035064556434818824
2022-12-24,CPIYOY-23JAN,2023-02-14,5.96001876895704,6,6,-0.9528934810996418,1.2612108657785193,0.04834494813684437
2022-12-25,CPIYOY-22DEC,2023-01-12,6.309183673469387,6.3,6.3,0.07359841818184583,0.04136619850057466,0.03593606830487297
2022-12-25,CPIYOY-23JAN,2023-02-14,5.950797067708158,6,6.1,-1.6300543225936728,1.9277644430226992,0.03986571568997252
2022-12-26,CPIYOY-22DEC,2023-01-12,6.309183673469387,6.3,6.3,0.07359841818184583,0.04136619850057466,0.03593606830487297
2022-12-26,CPIYOY-23JAN,2023-02-14,5.950797067708158,6,6.1,-1.6300543225936728,1.9277644430226992,0.03986571568997252
2022-12-27,CPIYOY-22DEC,2023-01-12,6.309183673469387,6.3,6.3,0.07359841818184583,0.04136619850057466,0.03593606830487297
2022-12-27,CPIYOY-23JAN,2023-02-14,5.950797067708158,6,6.1,-1.6300543225936728,1.9277644430226992,0.03986571568997252
2022-12-28,CPIYOY-22DEC,2023-01-12,6.312089160685771,6.3,6.3,0.02714331724995752,0.01392056524750851,0.03606276826249066
2022-12-28,CPIYOY-23JAN,2023-02-14,5.950797067708158,6,6.1,-1.6300543225936728,1.9277644430226992,0.03986571568997252
2022-12-29,CPIYOY-22DEC,2023-01-12,6.325328673858323,6.3,6.3,-0.0489902404085214,0.4312315019605024,0.03272937032476671
2022-12-29,CPIYOY-23JAN,2023-02-14,5.950797067708158,6,6.1,-1.6300543225936728,1.9277644430226992,0.03986571568997252
2022-12-30,CPIYOY-22DEC,2023-01-12,6.328958600807605,6.3,6.4,-0.3267219230336715,0.21184493134450078,0.030883059280422877
2022-12-30,CPIYOY-23JAN,2023-02-14,5.950797067708158,6,6.1,-1.6300543225936728,1.9277644430226992,0.03986571568997252
2022-12-31,CPIYOY-22DEC,2023-01-12,6.328958600807605,6.3,6.4,-0.3267219230336715,0.21184493134450078,0.030883059280422877
2022-12-31,CPIYOY-23JAN,2023-02-14,5.950797067708158,6,6.1,-1.6300543225936728,1.9277644430226992,0.03986571568997252
